site name,site id,ccamlr region,Longitude EPSG:4326,Latitude EPSG:4326,common name,day,month,year,season starting,count,accuracy,count type,vantage,reference,notes
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,18,11,2007,2007,390,1,nests,ground,"<strong>Lynch, H. J., W. F. Fagan, and R. Naveen, </strong><i> 2010</i>. Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula. Polar Biology 33:493-503.",None
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,20,11,2007,2007,0,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,5,2,2008,2007,3348,1,chicks,ground,"<strong>Lynch, H. J., W. F. Fagan, and R. Naveen, </strong><i> 2010</i>. Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula. Polar Biology 33:493-503.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,23,11,2007,2007,2719,1,nests,ground,"<strong>Lynch, H. J., W. F. Fagan, and R. Naveen, </strong><i> 2010</i>. Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula. Polar Biology 33:493-503.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,12,1,2009,2008,438,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,18,1,2009,2008,431,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,19,11,2008,2008,395,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,1,12,2008,2008,331,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,27,12,2008,2008,318,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,1,12,2008,2008,0,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,12,1,2009,2008,3731,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,1,12,2008,2008,2897,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,5,1,2010,2009,269,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,28,1,2010,2009,450,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,11,11,2009,2009,367,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,14,12,2009,2009,316,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,14,12,2009,2009,0,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,14,12,2009,2009,3020,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,5,12,2010,2010,239,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,Unknown,Unknown,2010,2010,251,1,nests,ground,"<strong>Pylypenko, D. V., </strong><i> 2013</i>. Colonial bird species nesting in the UAS AREA Vernadsky (2010-2011). Ukrainian Antarkticka Journal 12:206-216.",None
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,2,1,2011,2010,1,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,23,1,2011,2010,1,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,7,1,2013,2012,278,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,3,2,2013,2012,439,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,21,12,2012,2012,296,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,7,1,2013,2012,0,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,7,1,2013,2012,3300,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,20,1,2014,2013,382,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,12,12,2013,2013,283,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,Unknown,Unknown,2013,2013,292,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,2,1,2014,2013,0,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,2,1,2014,2013,3057,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,Unknown,Unknown,2013,2013,3561,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",Count provided by Vernadsky Station personnel.
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,3,1,2015,2014,287,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,14,1,2015,2014,419,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,20,1,2015,2014,445,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,30,1,2015,2014,475,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,14,1,2015,2014,0,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,14,1,2015,2014,3085,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,27,1,2015,2014,3905,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,25,1,2016,2015,363,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,5,1,2018,2017,238,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,26,1,2018,2017,292,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,5,1,2018,2017,3516,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pillar Ridge,PILL,48.1,-54.222,-61.271,chinstrap penguin,12,1,1977,1976,10370,5,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,16,1,1984,1983,500,4,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,5,1,1998,1997,1553,2,nests,ground,"<strong>Favero, M., N. R. Coria, and M. P. Beron, </strong><i> 2000</i>. The status of breeding birds at Cierva Point and surroundings, Danco Coast, Antarctic Peninsula. Polish Polar Research 21:181-187.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,15,1,2011,2010,2763,1,nests,ground,"<strong>Gonz&#225;lez-Zevallos, D., M. M. Santos, E. F. Rombol&#225;, M. A. Ju&#225;res, and N. R. Coria, </strong><i> 2013</i>. Abundance and breeding distribution of seabirds in the northern part of the Danco Coast, Antarctic Peninsula. Polar Research 32:1-7.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,13,12,2012,2012,3142,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,16,12,2013,2013,3173,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,24,12,2013,2013,3079,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,5,12,2014,2014,3524,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,16,12,2014,2014,3872,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,1,1,2016,2015,3338,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,5,12,2015,2015,3657,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,10,1,2017,2016,3136,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,10,12,2016,2016,3143,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,14,12,2016,2016,3296,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,25,12,2016,2016,3571,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,10,12,2017,2017,3328,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,17,12,2017,2017,3399,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,24,12,2017,2017,3217,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,10,12,2018,2018,2937,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,15,12,2018,2018,3393,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pickup Point,PKUP,48.1,-54.645,-61.116,chinstrap penguin,18,1,1971,1970,300,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Plato Island (Platter Island),PLAT,48.1,-54.6742,-63.433,adelie penguin,22,1,2011,2010,27902,5,nests,vhr,"<strong>Lynch, H. J. and M. A. LaRue, </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.",None
Plato Island (Platter Island),PLAT,48.1,-54.6742,-63.433,adelie penguin,16,12,2015,2015,40803,1,nests,ground,"<strong>Borowicz, A., P. McDowall, C. Youngflesh, T. Sayre-McCord, G. Clucas, R. Herman, S. Forrest, M. Rider, M. Schwaller, T. Hart, S. Jenouvrier, M. Polito, H. Singh, and H. J. Lynch, </strong><i>2018</i>. Multi-modal survey of Ad&#233;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot. Scientific Reports 8:3926.",None
Plato Island (Platter Island),PLAT,48.1,-54.6742,-63.433,gentoo penguin,16,12,2015,2015,223,1,nests,ground,"<strong>Borowicz, A., P. McDowall, C. Youngflesh, T. Sayre-McCord, G. Clucas, R. Herman, S. Forrest, M. Rider, M. Schwaller, T. Hart, S. Jenouvrier, M. Polito, H. Singh, and H. J. Lynch, </strong><i>2018</i>. Multi-modal survey of Ad&#233;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot. Scientific Reports 8:3926.",None
Penguin Ladder,PLDR,48.1,-54.72,-61.143,chinstrap penguin,18,1,1971,1970,5250,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,23,12,1982,1982,500,1,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,28,11,1999,1999,1577,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,13,12,2000,2000,1579,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,3,1,2003,2002,1639,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,4,1,2004,2003,2164,2,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,22,12,2003,2003,2170,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,4,1,2005,2004,2135,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,5,1,2007,2006,1574,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,10,1,2008,2007,1994,2,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,1,2,2008,2007,2984,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,3,1,2009,2008,2169,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,25,1,2009,2008,2829,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,4,12,2008,2008,2251,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,17,1,2010,2009,2041,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,22,11,2009,2009,2301,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,2,2,2011,2010,2981,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,26,11,2010,2010,731,2,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,14,12,2010,2010,2386,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,21,12,2012,2012,2795,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,2,1,2014,2013,2628,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,13,1,2014,2013,2706,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,25,1,2014,2013,2702,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,Unknown,Unknown,2013,2013,3246,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",Count provided by Vernadsky Station personnel.
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,3,1,2015,2014,2953,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,20,1,2015,2014,2750,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,27,1,2015,2014,3305,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,30,1,2015,2014,3386,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,21,12,2014,2014,3026,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,15,1,2016,2015,2786,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,25,1,2016,2015,2540,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,21,2,2016,2015,1578,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,adelie penguin,6,1,2018,2017,1,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,adelie penguin,25,1,2018,2017,2,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,6,1,2018,2017,3027,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,25,1,2018,2017,3931,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Pottinger Point,POPO,48.1,-58.3582,-61.9325,chinstrap penguin,Unknown,Unknown,1980,1980,55861,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.",Estimated accuracy.
