YEAR,PROJECT,SPECIES,DATE,WT_MALE,WT_FEMALE,WT_E1,VOL_E1
1995-96,COPA,ADPE,10/29/1995,5000,4300,114,103.7920666
1995-96,COPA,ADPE,10/29/1995,4400,3700,114,104.6804946
1995-96,COPA,ADPE,10/29/1995,4400,4100,110,97.329152
1995-96,COPA,ADPE,10/29/1995,4500,4400,136,123.2821944
1995-96,COPA,ADPE,11/1/1995,4500,3800,98,89.56658074
1995-96,COPA,ADPE,11/1/1995,4500,3300,116,103.2720333
1995-96,COPA,ADPE,11/1/1995,4400,3200,114,103.6136448
1995-96,COPA,ADPE,11/1/1995,4600,3200,118,106.7064197
1995-96,COPA,ADPE,11/1/1995,4300,4200,124,107.7940224
1995-96,COPA,ADPE,11/1/1995,4200,3200,128,115.605504
1995-96,COPA,ADPE,11/1/1995,4200,3900,114,103.944702
1995-96,COPA,ADPE,11/1/1995,4900,4200,130,117.211136
1995-96,COPA,ADPE,11/1/1995,4100,3500,110,97.7469824
1995-96,COPA,ADPE,11/1/1995,4000,3700,130,116.0871936
1995-96,COPA,ADPE,11/1/1995,4500,3500,104,94.99153306
1995-96,COPA,ADPE,11/1/1995,4700,3900,130,117.5495639
1995-96,COPA,ADPE,11/1/1995,4000,3900,112,98.0784
1995-96,COPA,ADPE,11/1/1995,3900,3800,100,93.14492006
1995-96,COPA,ADPE,11/1/1995,4100,3600,112,100.67456
1995-96,COPA,ADPE,11/1/1995,4200,3800,120,104.50944
1995-96,COPA,ADPE,11/1/1995,4400,3700,126,119.9067566
1995-96,COPA,ADPE,11/1/1995,3900,3800,118,106.9099904
1995-96,COPA,ADPE,11/1/1995,5100,3800,112,105.0585088
1995-96,COPA,ADPE,11/1/1995,4900,3400,128,109.506944
1995-96,COPA,ADPE,11/1/1995,4100,3700,114,101.3004063
1995-96,COPA,ADPE,11/1/1995,3900,3800,116,105.0151076
1995-96,COPA,ADPE,11/1/1995,4400,4000,130,115.2245709
1995-96,COPA,ADPE,11/1/1995,4100,3800,136,121.8816
1995-96,COPA,ADPE,11/1/1995,4200,4000,114,105.3674368
1996-97,COPA,ADPE,10/30/1996,4300,2700,88,79.53699584
1996-97,COPA,ADPE,10/30/1996,4000,3400,108,97.19251251
1996-97,COPA,ADPE,10/30/1996,3800,3600,124,114.0833536
1996-97,COPA,ADPE,10/30/1996,4700,3600,117,105.3674368
1996-97,COPA,ADPE,10/30/1996,4300,4000,115,106.6237256
1996-97,COPA,ADPE,10/30/1996,4050,3700,127,117.9695923
1996-97,COPA,ADPE,10/30/1996,4900,3400,105,94.1903872
1996-97,COPA,ADPE,10/30/1996,4400,3600,148,136.1453184
1996-97,COPA,ADPE,10/30/1996,4100,3700,118,105.8454528
1996-97,COPA,ADPE,10/30/1996,4000,3200,112,94.55703603
1996-97,COPA,ADPE,10/30/1996,4300,3600,111,121.7900314
1996-97,COPA,ADPE,10/30/1996,3400,3300,106,103.2720333
1996-97,COPA,ADPE,10/30/1996,4500,3900,114,105.2850176
1996-97,COPA,ADPE,10/30/1996,3800,3600,99,90.4669399
1996-97,COPA,ADPE,10/30/1996,4100,3400,106,98.88936192
1996-97,COPA,ADPE,10/30/1996,3800,3500,115,104.3601408
1996-97,COPA,ADPE,10/30/1996,4400,3600,134,124.3299185
1996-97,COPA,ADPE,10/30/1996,4600,3300,86,77.66923674
1996-97,COPA,ADPE,10/30/1996,4300,3500,124,110.6110956
1996-97,COPA,ADPE,10/30/1996,4100,3800,112,97.93728
1996-97,COPA,ADPE,10/30/1996,4400,3900,119,100.4764324
1996-97,COPA,ADPE,10/30/1996,4500,3200,114,93.019712
1996-97,COPA,ADPE,10/30/1996,4100,3500,102,82.76205773
1996-97,COPA,ADPE,10/30/1996,3700,3600,110,99.7884887
1996-97,COPA,ADPE,10/30/1996,4400,3500,118,108.4734044
1996-97,COPA,ADPE,10/30/1996,4000,3700,118,109.03552
1996-97,COPA,ADPE,10/30/1996,4000,3650,107,100.3290624
1996-97,COPA,ADPE,10/30/1996,3800,3500,126,112.2140897
1996-97,COPA,ADPE,10/30/1996,3800,3500,126,112.2140897
1996-97,COPA,ADPE,10/30/1996,4200,3400,114,103.9122432
1996-97,COPA,ADPE,10/30/1996,3900,3600,106,96.50891981
1996-97,COPA,ADPE,10/30/1996,4500,3400,113,102.3179351
1996-97,COPA,ADPE,10/30/1996,4200,3000,118,104.172608
1996-97,COPA,ADPE,10/30/1996,3900,3800,113,101.8746803
1996-97,COPA,ADPE,10/30/1996,4400,3700,129,116.7648589
1996-97,COPA,ADPE,10/30/1996,4000,3800,125,113.5930931
1996-97,COPA,ADPE,10/30/1996,4200,3600,121,111.04896
1996-97,COPA,ADPE,10/30/1996,3800,3400,122,108.9287148
1996-97,COPA,ADPE,10/30/1996,4100,3400,126,116.5688832
1996-97,COPA,ADPE,10/30/1996,4100,3000,111,101.145001
1996-97,COPA,ADPE,10/30/1996,3700,3000,126,118.0498534
1996-97,COPA,ADPE,10/30/1996,3800,3600,96,94.00448
1996-97,COPA,ADPE,10/30/1996,3900,3300,101,90.64033485
1996-97,COPA,ADPE,10/30/1996,4400,3400,116,114.7752264
1996-97,COPA,ADPE,10/30/1996,4100,3600,114,103.1075159
1996-97,COPA,ADPE,10/30/1996,4200,3700,138,127.1784632
1996-97,COPA,ADPE,10/30/1996,4300,3900,132,120.0883958
1996-97,COPA,ADPE,10/30/1996,4400,3700,111,109.7967288
1996-97,COPA,ADPE,10/30/1996,4200,3300,112,108.7052431
1996-97,COPA,ADPE,10/30/1996,3900,3100,122,117.1869604
1996-97,COPA,ADPE,10/30/1996,4400,4000,120,111.2071004
1997-98,COPA,ADPE,10/31/1997,3950,3650,116,107.4705121
1997-98,COPA,ADPE,10/31/1997,4150,3500,109,98.66710221
1997-98,COPA,ADPE,10/31/1997,4250,4150,138,124.1280389
1997-98,COPA,ADPE,10/31/1997,4750,3850,125,112.7931418
1997-98,COPA,ADPE,10/31/1997,4600,3550,127,117.2294461
1997-98,COPA,ADPE,10/31/1997,3750,3950,123,111.7939845
1997-98,COPA,ADPE,10/31/1997,4300,3200,101,91.16943155
1997-98,COPA,ADPE,10/31/1997,4850,3500,103,94.0588032
1997-98,COPA,ADPE,10/31/1997,3850,3950,131,122.3900273
1997-98,COPA,ADPE,10/31/1997,4950,4500,123,111.8332001
1997-98,COPA,ADPE,10/31/1997,4400,3450,113,104.3027308
1997-98,COPA,ADPE,10/31/1997,4550,4400,149,136.126229
1997-98,COPA,ADPE,10/31/1997,4800,4000,131,116.6567875
1997-98,COPA,ADPE,10/31/1997,4700,4550,108,98.18387712
1997-98,COPA,ADPE,10/31/1997,5000,4000,109,94.92037632
1997-98,COPA,ADPE,10/31/1997,4300,4100,114,101.9713536
1997-98,COPA,ADPE,10/31/1997,5000,3200,123,111.89408
1997-98,COPA,ADPE,10/31/1997,5000,4200,138,123.7548856
1997-98,COPA,ADPE,10/31/1997,4850,4000,116,108.0162918
1997-98,COPA,ADPE,10/31/1997,5050,3750,112,102.8671488
1997-98,COPA,ADPE,10/31/1997,4600,3650,122,83.02702182
1997-98,COPA,ADPE,10/31/1997,4700,3250,134,121.7962967
1997-98,COPA,ADPE,10/31/1997,4500,3950,129,107.7827092
1997-98,COPA,ADPE,10/31/1997,4550,4150,124,109.5933363
1997-98,COPA,ADPE,10/31/1997,3950,3900,121,97.59406592
1997-98,COPA,ADPE,11/3/1997,4400,4050,140,127.5589821
1997-98,COPA,ADPE,11/3/1997,4000,3850,104,92.29248
1997-98,COPA,ADPE,11/3/1997,4550,3850,121,109.5179305
1997-98,COPA,ADPE,11/3/1997,4300,3550,100,96.56140186
1997-98,COPA,ADPE,11/3/1997,4500,3850,110,100.6921129
1997-98,COPA,ADPE,11/3/1997,4450,4000,111,103.3782497
1997-98,COPA,ADPE,11/3/1997,4450,3800,127,113.9766067
1997-98,COPA,ADPE,11/3/1997,4600,4100,112,103.7023642
1997-98,COPA,ADPE,11/3/1997,4350,4350,122,110.3069184
1997-98,COPA,ADPE,11/3/1997,4350,3650,118,105.3494784
1997-98,COPA,ADPE,11/3/1997,4700,3900,127,115.5176305
1997-98,COPA,ADPE,11/3/1997,4650,3900,121,109.8252288
1997-98,COPA,ADPE,11/3/1997,5000,4650,122,110.7119104
1997-98,COPA,ADPE,11/3/1997,4400,3250,122,110.3175107
1997-98,COPA,ADPE,11/3/1997,4250,3300,115,103.1439483
1997-98,COPA,ADPE,11/3/1997,4400,4200,124,109.6408228
1997-98,COPA,ADPE,11/3/1997,4550,3850,129,107.79648
1997-98,COPA,ADPE,11/3/1997,3800,3550,114,103.6809559
1997-98,COPA,ADPE,11/3/1997,4200,4150,126,113.9199104
1997-98,COPA,ADPE,11/3/1997,5000,4100,135,126.111445
1997-98,COPA,ADPE,11/3/1997,4300,3600,132,119.273984
1997-98,COPA,ADPE,11/3/1997,4100,3380,118,106.8558746
1997-98,COPA,ADPE,11/3/1997,4250,4200,120,106.3953971
1997-98,COPA,ADPE,11/3/1997,4300,4250,109,96.7352288
1997-98,COPA,ADPE,11/3/1997,4100,3900,112,100.0099123
1998-99,COPA,ADPE,10/21/1998,4400,3100,142,126.0127089
1998-99,COPA,ADPE,10/21/1998,4250,3600,124,110.3060009
1998-99,COPA,ADPE,10/21/1998,4100,3000,99,86.2949376
1998-99,COPA,ADPE,10/21/1998,4800,3650,93,82.37652019
1998-99,COPA,ADPE,10/21/1998,4100,3450,122,111.5714166
1998-99,COPA,ADPE,10/21/1998,4850,4000,122,107.7224924
1998-99,COPA,ADPE,10/21/1998,4000,3450,115,100.5084155
1998-99,COPA,ADPE,10/21/1998,4200,3600,116,97.89274675
1998-99,COPA,ADPE,10/21/1998,5600,3400,136,112.3899494
1998-99,COPA,ADPE,10/21/1998,4750,3950,118,103.0289101
1998-99,COPA,ADPE,10/21/1998,5000,4050,119,104.7936282
1998-99,COPA,ADPE,10/21/1998,4650,3300,130,116.2313856
1998-99,COPA,ADPE,10/21/1998,4350,4200,136,119.1721144
1998-99,COPA,ADPE,10/21/1998,4550,3750,109,98.24781926
1998-99,COPA,ADPE,10/21/1998,4100,3650,132,114.8924529
1998-99,COPA,ADPE,10/21/1998,4050,3700,124,113.9262659
1998-99,COPA,ADPE,10/21/1998,3900,3350,124,108.4734044
1998-99,COPA,ADPE,10/21/1998,4600,3600,119,97.67144653
1998-99,COPA,ADPE,10/21/1998,4150,3500,130,114.0070502
1998-99,COPA,ADPE,10/21/1998,4800,3000,130,112.0696812
1998-99,COPA,ADPE,10/21/1998,4450,3800,116,103.4403389
1998-99,COPA,ADPE,10/21/1998,4400,3300,118,107.411605
1998-99,COPA,ADPE,10/21/1998,4700,3750,130,115.5129764
1998-99,COPA,ADPE,10/21/1998,3850,3500,114,98.40391373
1998-99,COPA,ADPE,10/21/1998,4400,3600,108,95.57359258
1998-99,COPA,ADPE,10/21/1998,4600,3850,132,116.5350016
1998-99,COPA,ADPE,10/21/1998,4350,3500,114,101.5940316
1998-99,COPA,ADPE,10/21/1998,5100,3650,118,113.6462397
1998-99,COPA,ADPE,10/21/1998,3950,3850,120,105.693376
1998-99,COPA,ADPE,10/21/1998,4500,3500,110,98.8360704
1998-99,COPA,ADPE,10/21/1998,3850,3600,108,103.2610775
1998-99,COPA,ADPE,10/21/1998,4000,3700,112,108.444928
1998-99,COPA,ADPE,10/21/1998,4050,3850,90,79.7244457
1998-99,COPA,ADPE,10/21/1998,4100,3050,112,98.11610112
1998-99,COPA,ADPE,10/21/1998,4500,3300,122,108.5818798
1998-99,COPA,ADPE,10/21/1998,4500,3700,97,79.08974899
1998-99,COPA,ADPE,10/21/1998,4050,3550,129,106.55744
1998-99,COPA,ADPE,10/21/1998,3550,3450,122,105.374442
1998-99,COPA,ADPE,10/21/1998,4800,3100,104,86.8276224
1998-99,COPA,ADPE,10/21/1998,4000,3100,112,110.9541473
1998-99,COPA,ADPE,10/21/1998,3600,3550,118,100.4809436
1998-99,COPA,ADPE,10/21/1998,4650,3800,126,110.7115776
1998-99,COPA,ADPE,10/21/1998,4450,3400,111,95.56299418
1998-99,COPA,ADPE,10/21/1998,4250,3850,124,106.3665009
1998-99,COPA,ADPE,10/21/1998,4050,3450,124,107.3099059
1998-99,COPA,ADPE,10/21/1998,3900,3550,115,99.55199386
1998-99,COPA,ADPE,10/21/1998,3900,3150,127,113.4295808
1998-99,COPA,ADPE,10/21/1998,4850,3050,109,93.6594473
1998-99,COPA,ADPE,10/21/1998,4250,3550,136,118.9808343
1998-99,COPA,ADPE,10/21/1998,4200,3650,116,98.40391373
1999-00,COPA,ADPE,11/2/1999,5150,3800,118,106.7890893
1999-00,COPA,ADPE,11/2/1999,3650,3550,129,117.0720481
1999-00,COPA,ADPE,11/2/1999,4250,3550,112,103.0814991
1999-00,COPA,ADPE,11/2/1999,4700,3500,112,103.7130204
1999-00,COPA,ADPE,11/2/1999,4150,3300,148,126.8923761
1999-00,COPA,ADPE,11/2/1999,3950,3850,119,108.0590336
1999-00,COPA,ADPE,11/2/1999,4600,3600,111,102.4984627
1999-00,COPA,ADPE,11/2/1999,3550,3500,112,102.2538583
1999-00,COPA,ADPE,11/2/1999,4300,3850,120,108.7367332
1999-00,COPA,ADPE,11/2/1999,4450,2950,111,99.7318656
1999-00,COPA,ADPE,11/2/1999,4250,3350,113,105.1974697
1999-00,COPA,ADPE,11/2/1999,4150,3600,112,98.9853696
1999-00,COPA,ADPE,11/2/1999,4150,4200,118,105.62816
1999-00,COPA,ADPE,11/2/1999,4400,3850,132,117.679104
1999-00,COPA,ADPE,11/2/1999,4850,3250,110,99.8976
1999-00,COPA,ADPE,11/2/1999,4450,3150,117,108.1427538
1999-00,COPA,ADPE,11/2/1999,4600,3450,104,93.38119066
1999-00,COPA,ADPE,11/2/1999,4350,3800,125,116.5021609
1999-00,COPA,ADPE,11/2/1999,4450,4350,124,110.788608
1999-00,COPA,ADPE,11/2/1999,4050,3850,114,102.9299098
1999-00,COPA,ADPE,11/2/1999,4300,3750,113,102.638976
1999-00,COPA,ADPE,11/2/1999,4500,3650,131,118.9571978
1999-00,COPA,ADPE,11/2/1999,4400,3850,132,122.0920704
1999-00,COPA,ADPE,11/2/1999,4200,3300,125,111.6578304
1999-00,COPA,ADPE,11/2/1999,4200,3700,124,113.3926272
1999-00,COPA,ADPE,11/2/1999,4150,3200,116,107.5182976
1999-00,COPA,ADPE,11/2/1999,4400,4150,126,113.4295808
1999-00,COPA,ADPE,11/2/1999,4900,3450,109,101.2619003
1999-00,COPA,ADPE,11/2/1999,3950,3500,115,104.3185029
1999-00,COPA,ADPE,11/2/1999,4700,3950,121,110.8692864
1999-00,COPA,ADPE,11/2/1999,4250,3950,132,119.1721144
1999-00,COPA,ADPE,11/2/1999,4350,3550,149,136.4735703
1999-00,COPA,ADPE,11/2/1999,4500,3500,101,93.19388774
1999-00,COPA,ADPE,11/2/1999,4750,3750,115,94.49275392
1999-00,COPA,ADPE,11/2/1999,4700,3750,133,121.9436544
1999-00,COPA,ADPE,11/2/1999,4350,3200,134,111.8155392
1999-00,COPA,ADPE,11/2/1999,4200,3350,116,109.2969861
1999-00,COPA,ADPE,11/2/1999,4150,3200,99,90.22399078
1999-00,COPA,ADPE,11/2/1999,4300,3700,127,117.6507556
1999-00,COPA,ADPE,11/2/1999,4650,3700,133,121.0352
1999-00,COPA,ADPE,11/2/1999,4250,3650,121,109.9352883
1999-00,COPA,ADPE,11/2/1999,4150,3800,120,109.1196518
1999-00,COPA,ADPE,11/2/1999,4100,3550,125,114.0234624
1999-00,COPA,ADPE,11/2/1999,3950,3450,124,110.6099896
1999-00,COPA,ADPE,11/2/1999,4650,3750,103,95.9284736
1999-00,COPA,ADPE,11/2/1999,4350,3350,132,114.9677076
1999-00,COPA,ADPE,11/2/1999,4450,4000,122,104.147607
1999-00,COPA,ADPE,11/2/1999,4750,3900,138,123.8347284
1999-00,COPA,ADPE,11/2/1999,3950,3500,124,108.5059261
1999-00,COPA,ADPE,11/2/1999,4200,3950,146,132.314496
2000-01,COPA,ADPE,11/2/2000,4800,3400,110,97.6416768
2000-01,COPA,ADPE,11/2/2000,3750,3800,126,113.3541458
2000-01,COPA,ADPE,11/2/2000,4100,3250,130,118.3554913
2000-01,COPA,ADPE,11/2/2000,4950,3250,126,112.5129503
2000-01,COPA,ADPE,11/2/2000,3900,3350,126,112.5412475
2000-01,COPA,ADPE,11/2/2000,4000,3450,112,101.0007009
2000-01,COPA,ADPE,11/2/2000,4800,3900,138,122.0598497
2000-01,COPA,ADPE,11/2/2000,4550,3500,135,121.5003561
2000-01,COPA,ADPE,11/2/2000,4000,3050,121,107.8678011
2000-01,COPA,ADPE,11/2/2000,4650,3550,121,110.9131858
2000-01,COPA,ADPE,11/2/2000,4100,3550,120,107.4048492
2000-01,COPA,ADPE,11/2/2000,3800,3150,116,104.0896742
2000-01,COPA,ADPE,11/2/2000,4050,3200,118,105.9975296
2000-01,COPA,ADPE,11/2/2000,4100,3750,129,113.1984896
2000-01,COPA,ADPE,11/2/2000,4050,3950,110,98.21952
2000-01,COPA,ADPE,11/2/2000,4650,3300,115,104.8605143
2000-01,COPA,ADPE,11/2/2000,3850,3800,120,108.8950108
2000-01,COPA,ADPE,11/2/2000,4200,3250,137,122.728
2000-01,COPA,ADPE,11/2/2000,5300,3650,126,104.6559007
2000-01,COPA,ADPE,11/2/2000,5000,3450,110,98.5499136
2000-01,COPA,ADPE,11/2/2000,3950,3750,135,121.7673216
2000-01,COPA,ADPE,11/2/2000,4100,3450,128,114.5754184
2000-01,COPA,ADPE,11/2/2000,4350,3400,120,108.0590336
2000-01,COPA,ADPE,11/2/2000,3800,3300,112,100.1032612
2000-01,COPA,ADPE,11/2/2000,3950,3950,142,124.0045978
2000-01,COPA,ADPE,11/2/2000,4500,3650,131,116.663298
2000-01,COPA,ADPE,11/2/2000,3900,3250,133,119.6354442
2000-01,COPA,ADPE,11/2/2000,3950,3600,117,104.0979087
2000-01,COPA,ADPE,11/2/2000,4450,3950,120,108.0902205
2000-01,COPA,ADPE,11/2/2000,4050,3400,112,100.7604531
2000-01,COPA,ADPE,11/2/2000,4550,3700,120,105.975807
2000-01,COPA,ADPE,11/2/2000,3850,3550,108,99.21739162
2000-01,COPA,ADPE,11/2/2000,4100,3600,120,110.39616
2000-01,COPA,ADPE,11/2/2000,4950,3650,121,107.6734531
2000-01,COPA,ADPE,11/2/2000,3450,3500,104,91.24072243
2000-01,COPA,ADPE,11/2/2000,4050,3350,110,98.11191398
2000-01,COPA,ADPE,11/2/2000,4650,3600,112,99.77184
2000-01,COPA,ADPE,11/2/2000,4450,3250,130,117.6877594
2000-01,COPA,ADPE,11/2/2000,4200,3900,99,85.69624781
2000-01,COPA,ADPE,11/2/2000,4100,3450,127,112.9172244
2000-01,COPA,ADPE,11/2/2000,3950,3700,118,105.7073587
2000-01,COPA,ADPE,11/2/2000,4600,3000,117,104.0925737
2000-01,COPA,ADPE,11/2/2000,4350,3750,121,109.2887972
2000-01,COPA,ADPE,11/2/2000,4050,3850,124,110.3129764
2000-01,COPA,ADPE,11/2/2000,4050,3400,104,94.45451213
2000-01,COPA,ADPE,11/2/2000,4750,3650,125,112.1309568
2000-01,COPA,ADPE,11/2/2000,4700,3250,135,124.0946237
2000-01,COPA,ADPE,11/2/2000,3950,3300,128,107.3378627
2000-01,COPA,ADPE,11/2/2000,4250,3250,120,107.1934822
2000-01,COPA,ADPE,11/2/2000,4050,3800,126,112.2303601
2001-02,COPA,ADPE,10/28/2001,3700,3400,120,111.9047926
2001-02,COPA,ADPE,10/28/2001,3600,3400,110,102.2565888
2001-02,COPA,ADPE,10/28/2001,4400,3100,110,114.960384
2001-02,COPA,ADPE,10/28/2001,4600,3200,105,97.03580672
2001-02,COPA,ADPE,10/28/2001,4200,3950,115,106.0007388
2001-02,COPA,ADPE,10/28/2001,4800,3800,85,83.2244224
2001-02,COPA,ADPE,10/28/2001,3750,4900,132,122.9107533
2001-02,COPA,ADPE,10/28/2001,4050,4000,112,106.774528
2001-02,COPA,ADPE,10/28/2001,4400,3900,127,116.9487872
2001-02,COPA,ADPE,10/28/2001,4400,3450,120,109.4453714
2001-02,COPA,ADPE,10/28/2001,4100,3350,115,107.957846
2001-02,COPA,ADPE,10/28/2001,4400,3300,120,111.262782
2001-02,COPA,ADPE,10/28/2001,3450,3400,110,102.2547763
2001-02,COPA,ADPE,10/28/2001,4150,3100,115,106.8672
2001-02,COPA,ADPE,10/28/2001,4000,3250,110,99.9411712
2001-02,COPA,ADPE,10/28/2001,4050,3400,112,103.7906739
2001-02,COPA,ADPE,10/28/2001,3800,3100,105,98.88936192
2001-02,COPA,ADPE,10/28/2001,5000,2750,115,119.7001933
2001-02,COPA,ADPE,10/28/2001,3650,3450,106,99.80187955
2001-02,COPA,ADPE,10/28/2001,4650,3500,120,113.0772096
2001-02,COPA,ADPE,10/28/2001,4350,2900,112,103.8623293
2001-02,COPA,ADPE,10/28/2001,4100,3600,132,120.6072115
2001-02,COPA,ADPE,10/28/2001,3900,3700,130,119.0972948
2001-02,COPA,ADPE,10/28/2001,3700,3500,122,115.6342579
2001-02,COPA,ADPE,10/28/2001,3650,3600,132,123.8258417
2001-02,COPA,ADPE,10/28/2001,3950,3550,118,110.3650355
2001-02,COPA,ADPE,10/28/2001,4550,3550,182,169.0096415
2001-02,COPA,ADPE,10/28/2001,4400,4100,112,103.1415552
2001-02,COPA,ADPE,10/28/2001,4300,3550,142,131.4166784
2001-02,COPA,ADPE,10/28/2001,4700,4050,120,110.8427914
2001-02,COPA,ADPE,10/28/2001,4600,3550,118,108.2786816
2001-02,COPA,ADPE,10/28/2001,4100,3850,110,104.726569
2001-02,COPA,ADPE,10/28/2001,4950,3550,112,105.9975296
2001-02,COPA,ADPE,10/28/2001,4450,4000,114,105.78304
2001-02,COPA,ADPE,10/28/2001,4850,4050,98,91.14341069
2001-02,COPA,ADPE,10/28/2001,4150,3950,114,106.5526641
2001-02,COPA,ADPE,10/28/2001,4550,3500,132,124.1552978
2001-02,COPA,ADPE,10/28/2001,4050,3650,118,106.7097784
2001-02,COPA,ADPE,10/28/2001,4550,3950,111,103.3150464
2001-02,COPA,ADPE,10/28/2001,4300,3450,113,103.9313531
2001-02,COPA,ADPE,10/28/2001,4000,3750,122,114.0070502
2001-02,COPA,ADPE,10/28/2001,4450,3300,111,102.4270008
2001-02,COPA,ADPE,10/28/2001,4600,3500,120,114.802688
2001-02,COPA,ADPE,10/28/2001,3800,3500,134,121.3602852
2001-02,COPA,ADPE,10/28/2001,3950,4150,117,105.1688632
2001-02,COPA,ADPE,10/28/2001,3900,3800,118,110.9868104
2001-02,COPA,ADPE,10/28/2001,4200,3650,113,100.0106271
2001-02,COPA,ADPE,10/28/2001,4300,3850,102,93.20647066
2001-02,COPA,ADPE,10/28/2001,4500,3800,110,106.0109455
2001-02,COPA,ADPE,10/28/2001,4100,4100,113,152.9966592
2002-03,COPA,ADPE,10/30/2002,3600,3200,120,108.6152607
2002-03,COPA,ADPE,10/30/2002,4500,3200,125,113.4739098
2002-03,COPA,ADPE,10/30/2002,5100,3600,128,125.4569472
2002-03,COPA,ADPE,10/30/2002,4300,3600,118,98.40169779
2002-03,COPA,ADPE,10/30/2002,4500,3300,120,106.6237256
2002-03,COPA,ADPE,10/30/2002,4400,3100,106,103.315776
2002-03,COPA,ADPE,10/30/2002,4100,3400,122,111.0962319
2002-03,COPA,ADPE,10/30/2002,3900,3800,134,122.2555136
2002-03,COPA,ADPE,10/30/2002,4100,3800,118,104.9573376
2002-03,COPA,ADPE,10/30/2002,4850,3300,111,99.34478694
2002-03,COPA,ADPE,10/30/2002,4050,3100,107,96.94391501
2002-03,COPA,ADPE,10/30/2002,4650,3800,108,97.8935296
2002-03,COPA,ADPE,10/30/2002,4450,3900,123,110.39616
2002-03,COPA,ADPE,10/30/2002,3600,3400,130,117.8881413
2002-03,COPA,ADPE,10/30/2002,3650,3800,113,102.1999104
2002-03,COPA,ADPE,10/30/2002,3200,3200,138,124.4929044
2002-03,COPA,ADPE,10/30/2002,5000,3400,110,99.51157709
2002-03,COPA,ADPE,10/30/2002,4000,3800,128,115.1000617
2002-03,COPA,ADPE,10/30/2002,4000,3800,128,114.0851036
2002-03,COPA,ADPE,10/30/2002,5000,4200,130,117.98816
2002-03,COPA,ADPE,10/30/2002,4100,3600,118,104.7814548
2002-03,COPA,ADPE,10/30/2002,4200,3500,118,106.599638
2002-03,COPA,ADPE,10/30/2002,4200,3400,120,106.8558746
2002-03,COPA,ADPE,10/30/2002,4000,3350,108,98.9944791
2002-03,COPA,ADPE,10/30/2002,4000,3300,108,96.85632819
2002-03,COPA,ADPE,10/30/2002,4200,3600,140,126.8690739
2002-03,COPA,ADPE,11/4/2002,4350,3800,114,101.0007009
2002-03,COPA,ADPE,11/4/2002,3750,3600,115,100.9789952
2002-03,COPA,ADPE,11/4/2002,3850,3550,131,115.385131
2002-03,COPA,ADPE,11/4/2002,4550,3600,115,106.324628
2002-03,COPA,ADPE,11/4/2002,4050,3900,129,117.0505728
2002-03,COPA,ADPE,11/4/2002,4800,3400,99,90.37787546
2002-03,COPA,ADPE,11/4/2002,4050,3300,114,106.748928
2002-03,COPA,ADPE,11/4/2002,4500,3600,121,107.02208
2002-03,COPA,ADPE,11/4/2002,4450,3300,112,102.4501596
2002-03,COPA,ADPE,11/4/2002,4350,3200,114,104.3696517
2002-03,COPA,ADPE,11/4/2002,3550,3200,107,98.14583552
2002-03,COPA,ADPE,11/4/2002,4850,3800,121,108.5828352
2002-03,COPA,ADPE,11/4/2002,3900,3600,124,111.4719206
2002-03,COPA,ADPE,11/4/2002,3700,3400,129,115.6241715
2002-03,COPA,ADPE,11/4/2002,3900,3400,122,109.7653248
2002-03,COPA,ADPE,11/4/2002,3900,3700,112,99.06624
2002-03,COPA,ADPE,11/4/2002,3700,3500,102,90.5108055
2002-03,COPA,ADPE,11/4/2002,4000,3800,120,110.1580923
2002-03,COPA,ADPE,11/4/2002,4000,3800,130,116.760191
2002-03,COPA,ADPE,11/4/2002,4200,3900,128,113.948928
2002-03,COPA,ADPE,11/4/2002,4000,3600,124,111.9855508
2002-03,COPA,ADPE,11/4/2002,4000,3900,130,114.8156109
2002-03,COPA,ADPE,11/4/2002,4200,3500,128,105.9536256
2002-03,COPA,ADPE,11/4/2002,4200,3400,130,118.6028913
2003-04,COPA,ADPE,10/30/2003,4950,3700,120,108.0237015
2003-04,COPA,ADPE,10/30/2003,4750,3250,125,110.79983
2003-04,COPA,ADPE,10/30/2003,4650,3300,122,108.030528
2003-04,COPA,ADPE,10/30/2003,4200,4100,136,123.0325192
2003-04,COPA,ADPE,10/30/2003,4350,4200,124,110.1936389
2003-04,COPA,ADPE,10/30/2003,4850,3750,116,104.544
2003-04,COPA,ADPE,10/30/2003,4200,3700,124,114.6421248
2003-04,COPA,ADPE,10/30/2003,4800,3850,132,119.3601024
2003-04,COPA,ADPE,10/30/2003,4500,3900,106,94.85674138
2003-04,COPA,ADPE,10/30/2003,4600,3800,114,103.0986383
2003-04,COPA,ADPE,10/30/2003,4400,3300,110,99.2894976
2003-04,COPA,ADPE,10/30/2003,4300,3800,124,112.4234173
2003-04,COPA,ADPE,10/30/2003,4450,3700,122,108.6393876
2003-04,COPA,ADPE,10/30/2003,4200,3900,130,119.3570893
2003-04,COPA,ADPE,10/30/2003,4200,3650,96,85.09092659
2003-04,COPA,ADPE,10/30/2003,4450,4000,112,99.86391245
2003-04,COPA,ADPE,10/30/2003,4400,3500,132,111.9194726
2003-04,COPA,ADPE,10/30/2003,4200,3700,120,106.2051809
2003-04,COPA,ADPE,10/30/2003,4150,4000,124,111.9788083
2003-04,COPA,ADPE,10/30/2003,4400,3550,114,104.2499727
