"","YEAR","PROJECT","SPECIES","index","param","season","cal.yr","gSSMU","matchme","survey","catch","sam","sam.sign","oni","oni.class"
"334","1997-98","CS","CHPE",0.0703996499066729,"REVTD","S",1998,2,"1998|S|2",1413546.44573773,4904,-0.298666666666667,"Neg",2.105,"Warm"
"335","1998-99","CS","CHPE",0.631842673302429,"REVTD","S",1999,2,"1999|S|2",593208.557496801,8082,0.715333333333333,"Pos",-1.355,"Cool"
"336","1999-00","CS","CHPE",0.600670395339695,"REVTD","S",2000,2,"2000|S|2",1817683.62451999,13555,1.059,"Pos",-1.48,"Cool"
"337","2000-01","CS","CHPE",0.542321760968494,"REVTD","S",2001,2,"2001|S|2",466145.398227226,2266,-0.629,"Neg",-0.71,"Cool"
"338","2001-02","CS","CHPE",-0.234985126865057,"REVTD","S",2002,2,"2002|S|2",219845.110809859,24,0.667166666666667,"Pos",-0.2075,"Neutral"
"339","2002-03","CS","CHPE",-1.08803514256846,"REVTD","S",2003,2,"2003|S|2",1043928.75564458,3893,-0.617833333333333,"Neg",0.9775,"Warm"
"340","2003-04","CS","CHPE",-2.89559320361502,"REVTD","S",2004,2,"2004|S|2",248086.294206825,2290,-0.332983333333333,"Neg",0.305,"Neutral"
"341","2004-05","CS","CHPE",-0.663743228236854,"REVTD","S",2005,2,"2005|S|2",706595.897610585,322,0.00191666666666668,"Pos",0.6525,"Warm"
"342","2005-06","CS","CHPE",1.39050971296731,"REVTD","S",2006,2,"2006|S|2",940966.523205246,654,-0.310166666666667,"Neg",-0.59,"Cool"
"343","2006-07","CS","CHPE",0.167774986339537,"REVTD","S",2007,2,"2007|S|2",2025297.43606739,1843,0.17335,"Pos",0.7225,"Warm"
"344","2007-08","CS","CHPE",0.107580353137691,"REVTD","S",2008,2,"2008|S|2",2035625.18924159,218,0.5765,"Pos",-1.3,"Cool"
"345","2008-09","CS","CHPE",-0.748033170569785,"REVTD","S",2009,2,"2009|S|2",1708749.27054823,2571,0.890666666666667,"Pos",-0.645,"Cool"
"346","2009-10","CS","CHPE",-0.71992577716174,"REVTD","S",2010,2,"2010|S|2",291132.226170728,54,-0.442033333333333,"Neg",1.23,"Warm"
"347","2010-11","CS","CHPE",0.974337337485897,"REVTD","S",2011,2,"2011|S|2",1319319.42754132,41,0.6469,"Pos",-1.27,"Cool"
"348","2011-12","CS","CHPE",0.315770891831202,"REVTD","S",2012,2,"2012|S|2",NA,579,0.603666666666667,"Pos",-0.765,"Cool"
"349","2012-13","CS","CHPE",-0.222056863855951,"REVTD","S",2013,2,"2013|S|2",NA,8777,-0.125166666666667,"Neg",-0.2325,"Neutral"
"350","2013-14","CS","CHPE",1.31436660505728,"REVTD","S",2014,2,"2014|S|2",NA,11702,-0.01695,"Neg",-0.39,"Neutral"
"351","2014-15","CS","CHPE",-0.440748057387754,"REVTD","S",2015,2,"2015|S|2",NA,340,0.571666666666667,"Pos",0.55,"Warm"
"352","2015-16","CS","CHPE",0.897546203924389,"REVTD","S",2016,2,"2016|S|2",NA,0,0.831016666666667,"Pos",2.155,"Warm"
"366","2010-11","COPA","GEPE",0.252354038172326,"REVTD","S",2011,1,"2011|S|1",1145409.30877156,200,0.6469,"Pos",-1.27,"Cool"
"367","2011-12","COPA","GEPE",-0.706658283344712,"REVTD","S",2012,1,"2012|S|1",NA,1556,0.603666666666667,"Pos",-0.765,"Cool"
"369","2013-14","COPA","GEPE",-0.114400555758817,"REVTD","S",2014,1,"2014|S|1",NA,3072,-0.01695,"Neg",-0.39,"Neutral"
"370","2014-15","COPA","GEPE",1.5614881504036,"REVTD","S",2015,1,"2015|S|1",NA,2291,0.571666666666667,"Pos",0.55,"Warm"
"371","2015-16","COPA","GEPE",-0.992783349472398,"REVTD","S",2016,1,"2016|S|1",NA,0,0.831016666666667,"Pos",2.155,"Warm"
"386","2011-12","CS","GEPE",-1.06090335771133,"REVTD","S",2012,2,"2012|S|2",NA,579,0.603666666666667,"Pos",-0.765,"Cool"
"387","2012-13","CS","GEPE",1.1647323554566,"REVTD","S",2013,2,"2013|S|2",NA,8777,-0.125166666666667,"Neg",-0.2325,"Neutral"
"388","2013-14","CS","GEPE",0.318931959433305,"REVTD","S",2014,2,"2014|S|2",NA,11702,-0.01695,"Neg",-0.39,"Neutral"
"389","2014-15","CS","GEPE",-1.02587467670986,"REVTD","S",2015,2,"2015|S|2",NA,340,0.571666666666667,"Pos",0.55,"Warm"
"390","2015-16","CS","GEPE",0.603113719531269,"REVTD","S",2016,2,"2016|S|2",NA,0,0.831016666666667,"Pos",2.155,"Warm"
"727","1984-85","COPA","GEPE",0.812757502396109,"EGG","W",1984,1,"1984|W|1",NA,4,-0.0581666666666667,"Neg",-0.3025,"Neutral"
"728","1985-86","COPA","GEPE",-0.0260238851110212,"EGG","W",1985,1,"1985|W|1",NA,0,0.608233333333333,"Pos",-0.52,"Cool"
"729","1986-87","COPA","GEPE",1.13486135321464,"EGG","W",1986,1,"1986|W|1",NA,3,-0.29575,"Neg",0.1225,"Neutral"
"730","1987-88","COPA","GEPE",-0.774958230798273,"EGG","W",1987,1,"1987|W|1",NA,0,-0.298066666666667,"Neg",1.2325,"Warm"
"731","1988-89","COPA","GEPE",-0.240381622251091,"EGG","W",1988,1,"1988|W|1",NA,0,-0.455633333333333,"Neg",-1.075,"Cool"
"732","1989-90","COPA","GEPE",1.27576190813483,"EGG","W",1989,1,"1989|W|1",NA,0,0.885666666666667,"Pos",-0.4075,"Neutral"
"733","1990-91","COPA","GEPE",-0.0386380632588361,"EGG","W",1990,1,"1990|W|1",NA,0,-0.476816666666667,"Neg",0.27,"Neutral"
"734","1991-92","COPA","GEPE",0.701027553625002,"EGG","W",1991,1,"1991|W|1",NA,0,-0.670916666666667,"Neg",0.575,"Warm"
"736","1993-94","COPA","GEPE",0.401269268650411,"EGG","W",1993,1,"1993|W|1",NA,0,1.1112,"Pos",0.465,"Neutral"
"737","1994-95","COPA","GEPE",-1.81469103377938,"EGG","W",1994,1,"1994|W|1",NA,0,-0.23575,"Neg",0.3625,"Neutral"
"738","1995-96","COPA","GEPE",0.33848152039302,"EGG","W",1995,1,"1995|W|1",NA,0,-0.214833333333333,"Neg",-0.1175,"Neutral"
"739","1996-97","COPA","GEPE",-1.39521471355305,"EGG","W",1996,1,"1996|W|1",NA,0,-0.32385,"Neg",-0.2225,"Neutral"
"740","1997-98","COPA","GEPE",-2.40152664602105,"EGG","W",1997,1,"1997|W|1",NA,0,0.297333333333333,"Pos",1.195,"Warm"
"741","1998-99","COPA","GEPE",-0.36193104418642,"EGG","W",1998,1,"1998|W|1",NA,85,0.858983333333333,"Pos",-0.32,"Neutral"
"742","1999-00","COPA","GEPE",0.143860864657368,"EGG","W",1999,1,"1999|W|1",NA,777,0.269133333333333,"Pos",-0.98,"Cool"
"743","2000-01","COPA","GEPE",-0.593028715211187,"EGG","W",2000,1,"2000|W|1",NA,3138,-0.164233333333333,"Neg",-0.63,"Cool"
"744","2001-02","COPA","GEPE",-0.659482181442463,"EGG","W",2001,1,"2001|W|1",NA,239,0.296833333333333,"Pos",-0.09,"Neutral"
"745","2002-03","COPA","GEPE",0.93935190664354,"EGG","W",2002,1,"2002|W|1",NA,0,-0.8834,"Neg",0.69,"Warm"
"746","2003-04","COPA","GEPE",0.419725468101775,"EGG","W",2003,1,"2003|W|1",NA,16,0.152666666666667,"Pos",0.0375,"Neutral"
"747","2004-05","COPA","GEPE",0.755018173092411,"EGG","W",2004,1,"2004|W|1",NA,1897,0.5773,"Pos",0.42,"Neutral"
"748","2005-06","COPA","GEPE",0.553596116382738,"EGG","W",2005,1,"2005|W|1",NA,0,-0.1925,"Neg",0.1575,"Neutral"
"749","2006-07","COPA","GEPE",1.00126209368233,"EGG","W",2006,1,"2006|W|1",NA,22961,0.140166666666667,"Pos",0.145,"Neutral"
"751","2008-09","COPA","GEPE",-0.507168932578867,"EGG","W",2008,1,"2008|W|1",NA,0,0.297333333333333,"Pos",-0.435,"Neutral"
"752","2009-10","COPA","GEPE",-0.980410619234933,"EGG","W",2009,1,"2009|W|1",NA,19982,-0.517716666666667,"Neg",0.415,"Neutral"
"753","2010-11","COPA","GEPE",-0.353135499884313,"EGG","W",2010,1,"2010|W|1",NA,34299,1.29983333333333,"Pos",-0.5725,"Cool"
"754","2011-12","COPA","GEPE",2.1341391525632,"EGG","W",2011,1,"2011|W|1",NA,0,-0.588166666666667,"Neg",-0.3375,"Neutral"
"755","2012-13","COPA","GEPE",-0.46452169422637,"EGG","W",2012,1,"2012|W|1",56221.6777545378,3093,0.488833333333333,"Pos",0.015,"Neutral"
"772","1997-98","CS","GEPE",-0.162134853606846,"EGG","W",1997,3,"1997|W|3",NA,210,0.297333333333333,"Pos",1.195,"Warm"
"773","1998-99","CS","GEPE",-1.02452992415517,"EGG","W",1998,3,"1998|W|3",NA,2139,0.858983333333333,"Pos",-0.32,"Neutral"
"774","1999-00","CS","GEPE",-0.417111265150096,"EGG","W",1999,3,"1999|W|3",NA,9,0.269133333333333,"Pos",-0.98,"Cool"
"775","2000-01","CS","GEPE",-2.42482628795375,"EGG","W",2000,3,"2000|W|3",NA,6524,-0.164233333333333,"Neg",-0.63,"Cool"
"776","2001-02","CS","GEPE",-2.00598366842053,"EGG","W",2001,3,"2001|W|3",NA,3322,0.296833333333333,"Pos",-0.09,"Neutral"
"777","2002-03","CS","GEPE",-0.437070549782308,"EGG","W",2002,3,"2002|W|3",NA,11,-0.8834,"Neg",0.69,"Warm"
"778","2003-04","CS","GEPE",0.416644559458033,"EGG","W",2003,3,"2003|W|3",NA,318,0.152666666666667,"Pos",0.0375,"Neutral"
"779","2004-05","CS","GEPE",1.02888831654972,"EGG","W",2004,3,"2004|W|3",NA,390,0.5773,"Pos",0.42,"Neutral"
"780","2005-06","CS","GEPE",0.915960936390353,"EGG","W",2005,3,"2005|W|3",NA,47,-0.1925,"Neg",0.1575,"Neutral"
"781","2006-07","CS","GEPE",1.19813603077112,"EGG","W",2006,3,"2006|W|3",NA,13429,0.140166666666667,"Pos",0.145,"Neutral"
"782","2007-08","CS","GEPE",1.1947331078047,"EGG","W",2007,3,"2007|W|3",NA,560,-0.926583333333333,"Neg",-0.3275,"Neutral"
"783","2008-09","CS","GEPE",-0.388591182651422,"EGG","W",2008,3,"2008|W|3",NA,0,0.297333333333333,"Pos",-0.435,"Neutral"
"784","2009-10","CS","GEPE",0.391676227318098,"EGG","W",2009,3,"2009|W|3",NA,707,-0.517716666666667,"Neg",0.415,"Neutral"
"785","2010-11","CS","GEPE",0.51985715967807,"EGG","W",2010,3,"2010|W|3",NA,86335,1.29983333333333,"Pos",-0.5725,"Cool"
"786","2011-12","CS","GEPE",-0.114194844462055,"EGG","W",2011,3,"2011|W|3",NA,4,-0.588166666666667,"Neg",-0.3375,"Neutral"
"787","2012-13","CS","GEPE",0.0210808732452622,"EGG","W",2012,3,"2012|W|3",62473.2010625075,17101,0.488833333333333,"Pos",0.015,"Neutral"
"788","2013-14","CS","GEPE",-0.121479067801891,"EGG","W",2013,3,"2013|W|3",NA,90149,-0.2625,"Neg",-0.195,"Neutral"
"789","2014-15","CS","GEPE",0.453762496421135,"EGG","W",2014,3,"2014|W|3",223791.069634282,46288,0.0130166666666667,"Pos",-0.01,"Neutral"
"790","2015-16","CS","GEPE",0.955181936347584,"EGG","W",2015,3,"2015|W|3",54109.656107585,65006,0.9065,"Pos",1.145,"Warm"
"823","1997-98","COPA","GEPE",0.0149765976931134,"REVCID","W",1997,1,"1997|W|1",NA,0,0.297333333333333,"Pos",1.195,"Warm"
"824","1998-99","COPA","GEPE",0.304673173965882,"REVCID","W",1998,1,"1998|W|1",NA,85,0.858983333333333,"Pos",-0.32,"Neutral"
"825","1999-00","COPA","GEPE",0.0149765976931134,"REVCID","W",1999,1,"1999|W|1",NA,777,0.269133333333333,"Pos",-0.98,"Cool"
"826","2000-01","COPA","GEPE",0.208107648541626,"REVCID","W",2000,1,"2000|W|1",NA,3138,-0.164233333333333,"Neg",-0.63,"Cool"
"827","2001-02","COPA","GEPE",0.791524364646508,"REVCID","W",2001,1,"2001|W|1",NA,239,0.296833333333333,"Pos",-0.09,"Neutral"
"828","2002-03","COPA","GEPE",-0.95067865654945,"REVCID","W",2002,1,"2002|W|1",NA,0,-0.8834,"Neg",0.69,"Warm"
"829","2003-04","COPA","GEPE",0.304673173965882,"REVCID","W",2003,1,"2003|W|1",NA,16,0.152666666666667,"Pos",0.0375,"Neutral"
"830","2004-05","COPA","GEPE",0.304673173965882,"REVCID","W",2004,1,"2004|W|1",NA,1897,0.5773,"Pos",0.42,"Neutral"
"831","2005-06","COPA","GEPE",0.888089890070765,"REVCID","W",2005,1,"2005|W|1",NA,0,-0.1925,"Neg",0.1575,"Neutral"
"832","2006-07","COPA","GEPE",0.401238699390139,"REVCID","W",2006,1,"2006|W|1",NA,22961,0.140166666666667,"Pos",0.145,"Neutral"
"833","2007-08","COPA","GEPE",-1.81976838536776,"REVCID","W",2007,1,"2007|W|1",NA,0,-0.926583333333333,"Neg",-0.3275,"Neutral"
"834","2008-09","COPA","GEPE",1.85374514431333,"REVCID","W",2008,1,"2008|W|1",NA,0,0.297333333333333,"Pos",-0.435,"Neutral"
"835","2009-10","COPA","GEPE",-2.01289943621627,"REVCID","W",2009,1,"2009|W|1",NA,19982,-0.517716666666667,"Neg",0.415,"Neutral"
"836","2010-11","COPA","GEPE",1.08122094091928,"REVCID","W",2010,1,"2010|W|1",NA,34299,1.29983333333333,"Pos",-0.5725,"Cool"
"837","2011-12","COPA","GEPE",0.694958839222252,"REVCID","W",2011,1,"2011|W|1",NA,0,-0.588166666666667,"Neg",-0.3375,"Neutral"
"838","2012-13","COPA","GEPE",-1.04724418197371,"REVCID","W",2012,1,"2012|W|1",56221.6777545378,3093,0.488833333333333,"Pos",0.015,"Neutral"
"839","2014-15","COPA","GEPE",-0.757547605700937,"REVCID","W",2014,1,"2014|W|1",3593636.65097732,54564,0.0130166666666667,"Pos",-0.01,"Neutral"
"840","2015-16","COPA","GEPE",-0.274719978579656,"REVCID","W",2015,1,"2015|W|1",99852.153054135,34709,0.9065,"Pos",1.145,"Warm"
"860","1998-99","CS","GEPE",-0.288958566312173,"REVCID","W",1998,3,"1998|W|3",NA,2139,0.858983333333333,"Pos",-0.32,"Neutral"
"861","1999-00","CS","GEPE",0.288958566312173,"REVCID","W",1999,3,"1999|W|3",NA,9,0.269133333333333,"Pos",-0.98,"Cool"
"862","2000-01","CS","GEPE",0.288958566312173,"REVCID","W",2000,3,"2000|W|3",NA,6524,-0.164233333333333,"Neg",-0.63,"Cool"
"863","2001-02","CS","GEPE",1.44479283156087,"REVCID","W",2001,3,"2001|W|3",NA,3322,0.296833333333333,"Pos",-0.09,"Neutral"
"864","2002-03","CS","GEPE",-0.635708845886781,"REVCID","W",2002,3,"2002|W|3",NA,11,-0.8834,"Neg",0.69,"Warm"
"865","2003-04","CS","GEPE",-0.75129227241165,"REVCID","W",2003,3,"2003|W|3",NA,318,0.152666666666667,"Pos",0.0375,"Neutral"
"866","2004-05","CS","GEPE",-0.288958566312173,"REVCID","W",2004,3,"2004|W|3",NA,390,0.5773,"Pos",0.42,"Neutral"
"867","2005-06","CS","GEPE",0.982459125461389,"REVCID","W",2005,3,"2005|W|3",NA,47,-0.1925,"Neg",0.1575,"Neutral"
"868","2006-07","CS","GEPE",1.6759596846106,"REVCID","W",2006,3,"2006|W|3",NA,13429,0.140166666666667,"Pos",0.145,"Neutral"
"869","2007-08","CS","GEPE",-1.6759596846106,"REVCID","W",2007,3,"2007|W|3",NA,560,-0.926583333333333,"Neg",-0.3275,"Neutral"
"870","2008-09","CS","GEPE",1.56037625808574,"REVCID","W",2008,3,"2008|W|3",NA,0,0.297333333333333,"Pos",-0.435,"Neutral"
"871","2009-10","CS","GEPE",-0.86687569893652,"REVCID","W",2009,3,"2009|W|3",NA,707,-0.517716666666667,"Neg",0.415,"Neutral"
"872","2010-11","CS","GEPE",0.86687569893652,"REVCID","W",2010,3,"2010|W|3",NA,86335,1.29983333333333,"Pos",-0.5725,"Cool"
"873","2011-12","CS","GEPE",0.173375139787304,"REVCID","W",2011,3,"2011|W|3",NA,4,-0.588166666666667,"Neg",-0.3375,"Neutral"
"874","2012-13","CS","GEPE",-1.09804255198626,"REVCID","W",2012,3,"2012|W|3",62473.2010625075,17101,0.488833333333333,"Pos",0.015,"Neutral"
"875","2013-14","CS","GEPE",-0.288958566312173,"REVCID","W",2013,3,"2013|W|3",NA,90149,-0.2625,"Neg",-0.195,"Neutral"
"876","2014-15","CS","GEPE",-1.329209405036,"REVCID","W",2014,3,"2014|W|3",223791.069634282,46288,0.0130166666666667,"Pos",-0.01,"Neutral"
"877","2015-16","CS","GEPE",-0.0577917132624346,"REVCID","W",2015,3,"2015|W|3",54109.656107585,65006,0.9065,"Pos",1.145,"Warm"
"908","1980-81","COPA","GEPE",-0.774218578671247,"REC","W",1981,1,"1981|W|1",NA,24,-1.01133333333333,"Neg",-0.2625,"Neutral"
"909","1981-82","COPA","GEPE",0.135645796981164,"REC","W",1982,1,"1982|W|1",NA,0,0.752,"Pos",0.7625,"Warm"
"910","1982-83","COPA","GEPE",0.33302082241938,"REC","W",1983,1,"1983|W|1",NA,0,0.109166666666667,"Pos",0.4725,"Neutral"
"911","1983-84","COPA","GEPE",3.37939556480858,"REC","W",1984,1,"1984|W|1",NA,4,-0.0581666666666667,"Neg",-0.3025,"Neutral"
"912","1984-85","COPA","GEPE",0.883565276667453,"REC","W",1985,1,"1985|W|1",NA,0,0.608233333333333,"Pos",-0.52,"Cool"
"913","1985-86","COPA","GEPE",-0.847069068765001,"REC","W",1986,1,"1986|W|1",NA,3,-0.29575,"Neg",0.1225,"Neutral"
"914","1986-87","COPA","GEPE",-0.463863280307973,"REC","W",1987,1,"1987|W|1",NA,0,-0.298066666666667,"Neg",1.2325,"Warm"
"915","1987-88","COPA","GEPE",0.0513962694648179,"REC","W",1988,1,"1988|W|1",NA,0,-0.455633333333333,"Neg",-1.075,"Cool"
"916","1988-89","COPA","GEPE",-1.02659810619493,"REC","W",1989,1,"1989|W|1",NA,0,0.885666666666667,"Pos",-0.4075,"Neutral"
"917","1989-90","COPA","GEPE",-0.84124114073888,"REC","W",1990,1,"1990|W|1",NA,0,-0.476816666666667,"Neg",0.27,"Neutral"
"918","1990-91","COPA","GEPE",-0.311118590755303,"REC","W",1991,1,"1991|W|1",NA,0,-0.670916666666667,"Neg",0.575,"Warm"
"919","1991-92","COPA","GEPE",0.0527398745849784,"REC","W",1992,1,"1992|W|1",NA,0,-0.856666666666667,"Neg",0.6025,"Warm"
"920","1992-93","COPA","GEPE",0.709911820362704,"REC","W",1993,1,"1993|W|1",NA,0,1.1112,"Pos",0.465,"Neutral"
"921","1993-94","COPA","GEPE",-2.3119866495923,"REC","W",1994,1,"1994|W|1",NA,0,-0.23575,"Neg",0.3625,"Neutral"
"922","1994-95","COPA","GEPE",-1.3679765041491,"REC","W",1995,1,"1995|W|1",NA,0,-0.214833333333333,"Neg",-0.1175,"Neutral"
"923","1995-96","COPA","GEPE",-0.714077583532913,"REC","W",1996,1,"1996|W|1",NA,0,-0.32385,"Neg",-0.2225,"Neutral"
"924","1996-97","COPA","GEPE",-0.293698244063381,"REC","W",1997,1,"1997|W|1",NA,0,0.297333333333333,"Pos",1.195,"Warm"
"925","1997-98","COPA","GEPE",0.0130325167359523,"REC","W",1998,1,"1998|W|1",NA,85,0.858983333333333,"Pos",-0.32,"Neutral"
"926","1998-99","COPA","GEPE",1.56898372417909,"REC","W",1999,1,"1999|W|1",NA,777,0.269133333333333,"Pos",-0.98,"Cool"
"927","1999-00","COPA","GEPE",0.771700873958901,"REC","W",2000,1,"2000|W|1",NA,3138,-0.164233333333333,"Neg",-0.63,"Cool"
"928","2000-01","COPA","GEPE",-0.42268503301843,"REC","W",2001,1,"2001|W|1",NA,239,0.296833333333333,"Pos",-0.09,"Neutral"
"929","2001-02","COPA","GEPE",0.659524560600304,"REC","W",2002,1,"2002|W|1",NA,0,-0.8834,"Neg",0.69,"Warm"
"930","2002-03","COPA","GEPE",-0.47646939166195,"REC","W",2003,1,"2003|W|1",NA,16,0.152666666666667,"Pos",0.0375,"Neutral"
"931","2003-04","COPA","GEPE",0.249342877555551,"REC","W",2004,1,"2004|W|1",NA,1897,0.5773,"Pos",0.42,"Neutral"
"932","2004-05","COPA","GEPE",-0.318181662921008,"REC","W",2005,1,"2005|W|1",NA,0,-0.1925,"Neg",0.1575,"Neutral"
"933","2005-06","COPA","GEPE",0.0372407126309886,"REC","W",2006,1,"2006|W|1",NA,22961,0.140166666666667,"Pos",0.145,"Neutral"
"934","2006-07","COPA","GEPE",0.335817713374028,"REC","W",2007,1,"2007|W|1",NA,0,-0.926583333333333,"Neg",-0.3275,"Neutral"
"935","2007-08","COPA","GEPE",0.498757260049779,"REC","W",2008,1,"2008|W|1",NA,0,0.297333333333333,"Pos",-0.435,"Neutral"
"936","2008-09","COPA","GEPE",0.474666158013973,"REC","W",2009,1,"2009|W|1",NA,19982,-0.517716666666667,"Neg",0.415,"Neutral"
"937","2009-10","COPA","GEPE",-0.801231876454321,"REC","W",2010,1,"2010|W|1",NA,34299,1.29983333333333,"Pos",-0.5725,"Cool"
"938","2010-11","COPA","GEPE",0.815673888439097,"REC","W",2011,1,"2011|W|1",NA,0,-0.588166666666667,"Neg",-0.3375,"Neutral"
"952","1997-98","CS","GEPE",-0.832469047731098,"REC","W",1998,3,"1998|W|3",NA,2139,0.858983333333333,"Pos",-0.32,"Neutral"
"953","1998-99","CS","GEPE",0.991643150130217,"REC","W",1999,3,"1999|W|3",NA,9,0.269133333333333,"Pos",-0.98,"Cool"
"954","1999-00","CS","GEPE",0.67674188341227,"REC","W",2000,3,"2000|W|3",NA,6524,-0.164233333333333,"Neg",-0.63,"Cool"
"955","2000-01","CS","GEPE",-1.73933349156339,"REC","W",2001,3,"2001|W|3",NA,3322,0.296833333333333,"Pos",-0.09,"Neutral"
"956","2001-02","CS","GEPE",1.49208215738598,"REC","W",2002,3,"2002|W|3",NA,11,-0.8834,"Neg",0.69,"Warm"
"957","2002-03","CS","GEPE",-0.702830058033261,"REC","W",2003,3,"2003|W|3",NA,318,0.152666666666667,"Pos",0.0375,"Neutral"
"958","2003-04","CS","GEPE",-0.442465893124255,"REC","W",2004,3,"2004|W|3",NA,390,0.5773,"Pos",0.42,"Neutral"
"959","2004-05","CS","GEPE",-1.54999233253177,"REC","W",2005,3,"2005|W|3",NA,47,-0.1925,"Neg",0.1575,"Neutral"
"960","2005-06","CS","GEPE",-0.108153005877618,"REC","W",2006,3,"2006|W|3",NA,13429,0.140166666666667,"Pos",0.145,"Neutral"
"961","2006-07","CS","GEPE",0.52427656138523,"REC","W",2007,3,"2007|W|3",NA,560,-0.926583333333333,"Neg",-0.3275,"Neutral"
"962","2007-08","CS","GEPE",0.0107381159899482,"REC","W",2008,3,"2008|W|3",NA,0,0.297333333333333,"Pos",-0.435,"Neutral"
"963","2008-09","CS","GEPE",1.21537468258187,"REC","W",2009,3,"2009|W|3",NA,707,-0.517716666666667,"Neg",0.415,"Neutral"
"964","2009-10","CS","GEPE",-0.206928586275157,"REC","W",2010,3,"2010|W|3",NA,86335,1.29983333333333,"Pos",-0.5725,"Cool"
"965","2010-11","CS","GEPE",0.767512633497378,"REC","W",2011,3,"2011|W|3",NA,4,-0.588166666666667,"Neg",-0.3375,"Neutral"
"966","2011-12","CS","GEPE",0.981831496505622,"REC","W",2012,3,"2012|W|3",62473.2010625075,17101,0.488833333333333,"Pos",0.015,"Neutral"
"967","2012-13","CS","GEPE",-1.07802826575197,"REC","W",2013,3,"2013|W|3",NA,90149,-0.2625,"Neg",-0.195,"Neutral"
